Oil well operation parameters (2013 - 2021 y). Well ? 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
22-10-2017,12,55,3190,43,78,24,1863,146
23-10-2017,12,54,3123,42,78,24,1864,146
24-10-2017,12,55,3190,43,78,24,1863,146
25-10-2017,12,55,3190,43,78,24,1858,146
26-10-2017,14,66,3837,52,78,24,1855,146
27-10-2017,12,57,3265,44,78,24,1851,146
28-10-2017,11,52,2993,41,78,24,1850,146
29-10-2017,11,52,2993,41,78,24,1857,146
30-10-2017,11,52,2993,41,78,24,1851,146
31-10-2017,11,52,2993,41,78,24,1850,146
01-11-2017,12,55,3196,43,78,24,1848,146
02-11-2017,12,55,3196,43,78,24,1846,146
03-11-2017,12,55,3184,43,78,24,1848,145
04-11-2017,16,69,4325,52,76,24,1819,145
05-11-2017,16,69,4325,52,76,24,1831,145
06-11-2017,13,55,3493,42,76,24,1829,145
07-11-2017,12,52,3259,40,76,24,1832,145
08-11-2017,12,52,3259,40,76,24,1833,145
09-11-2017,13,55,3455,42,76,24,1832,145
10-11-2017,13,55,3455,42,76,24,1832,145
11-11-2017,14,58,3663,44,76,24,1831,145
12-11-2017,12,53,3335,40,76,24,1831,145
13-11-2017,12,53,3335,40,76,24,1698,145
14-11-2017,12,53,3335,40,76,24,1816,145
15-11-2017,12,53,3335,40,76,24,1830,145
16-11-2017,12,53,3335,40,76,24,1830,145
17-11-2017,12,53,3335,40,76,24,1825,145
18-11-2017,13,56,3518,43,76,24,1825,145
19-11-2017,13,56,3518,43,76,24,1830,145
20-11-2017,13,56,3518,43,76,24,1830,145
21-11-2017,13,56,3518,43,76,24,1831,145
22-11-2017,13,52,3441,40,75,24,1831,145
23-11-2017,13,52,3441,40,75,24,1831,145
24-11-2017,13,52,3441,40,75,24,1829,145
25-11-2017,13,52,3441,40,75,24,1842,145
26-11-2017,13,52,3579,39,74,24,1842,145
27-11-2017,13,52,3579,39,74,24,1842,145
28-11-2017,13,52,3579,39,74,24,1756,145
29-11-2017,14,55,3784,41,74,24,1767,144
30-11-2017,14,55,3784,41,74,24,1757,144
01-12-2017,14,55,3784,41,74,24,1757,144
02-12-2017,14,55,3784,41,74,24,1757,144
03-12-2017,14,55,3784,41,74,24,1757,144
04-12-2017,14,55,3784,41,74,24,1757,144
05-12-2017,16,58,4295,42,72,24,1757,144
06-12-2017,16,58,4295,42,72,24,1757,144
07-12-2017,16,58,4295,42,72,24,1757,144
08-12-2017,16,58,4295,42,72,24,1757,144
09-12-2017,16,58,4295,42,72,24,1757,144
10-12-2017,16,58,4295,42,72,24,1757,144
11-12-2017,16,58,4295,42,72,24,1757,144
12-12-2017,15,58,3988,44,74,24,1757,144
13-12-2017,15,58,3988,44,74,24,1757,144
14-12-2017,15,58,3988,44,74,24,1757,144
15-12-2017,15,58,3988,44,74,24,1757,144
16-12-2017,15,57,3900,43,74,24,1757,144
17-12-2017,14,57,3750,43,75,24,1938,144
18-12-2017,14,57,3750,43,75,24,1940,144
19-12-2017,13,55,3592,41,75,24,1938,144
20-12-2017,13,55,3592,41,75,24,1915,144
21-12-2017,14,58,3809,44,75,24,1918,144
22-12-2017,14,58,3809,44,75,24,1915,144
23-12-2017,14,57,3756,43,75,24,1920,144
24-12-2017,14,57,3756,43,75,24,1917,144
25-12-2017,14,57,3730,43,75,24,1917,143
26-12-2017,14,57,3730,43,75,24,1919,143
27-12-2017,14,56,3704,43,75,24,1918,143
28-12-2017,14,56,3704,43,75,24,1919,143
29-12-2017,14,60,3770,46,76,24,1921,143
30-12-2017,10,43,2708,33,76,18,1930,143
31-12-2017,14,59,3713,45,76,24,1917,143
01-01-2018,14,59,3713,45,76,24,1914,143
02-01-2018,14,59,3713,45,76,24,1914,143
03-01-2018,14,59,3713,45,76,24,1910,143
04-01-2018,14,56,3684,42,75,24,1916,143
05-01-2018,14,56,3684,42,75,24,1909,143
06-01-2018,12,52,3284,40,76,24,1921,143
07-01-2018,12,52,3284,40,76,24,1919,143
08-01-2018,12,53,3354,41,76,24,1919,143
09-01-2018,12,53,3354,41,76,24,1922,143
10-01-2018,13,57,3581,43,76,24,1919,143
11-01-2018,13,57,3581,43,76,24,1920,143
12-01-2018,12,57,3282,45,78,24,1921,143
13-01-2018,11,53,3074,42,78,24,1921,143
14-01-2018,11,53,3074,42,78,24,1872,143
15-01-2018,11,57,3010,46,80,24,1919,143
16-01-2018,11,57,3010,46,80,24,1918,143
17-01-2018,11,57,2973,46,80,24,1919,143
18-01-2018,11,57,2973,46,80,24,1918,143
19-01-2018,11,57,2973,46,80,24,1917,143
20-01-2018,12,60,3131,48,80,24,1918,142
21-01-2018,12,60,3131,48,80,24,1920,142
22-01-2018,12,60,3131,48,80,24,1922,142
23-01-2018,12,60,3131,48,80,24,1922,142
24-01-2018,11,56,2952,45,80,24,1922,142
25-01-2018,11,56,2952,45,80,24,1922,142
26-01-2018,11,56,2952,45,80,24,1922,142
27-01-2018,11,56,2952,45,80,24,1922,142
28-01-2018,11,56,2952,45,80,24,1922,142
29-01-2018,11,56,2952,45,80,24,1922,142
30-01-2018,11,56,2952,45,80,24,1922,142
31-01-2018,13,56,3395,44,77,24,1922,142
01-02-2018,13,56,3395,44,77,24,1922,142
02-02-2018,13,56,3395,44,77,24,1922,142
03-02-2018,13,56,3395,44,77,24,1922,142
04-02-2018,13,56,3395,44,77,24,1922,142
05-02-2018,13,56,3395,44,77,24,1922,142
06-02-2018,13,56,3395,44,77,24,1922,142
07-02-2018,13,56,3395,44,77,24,1922,142
08-02-2018,13,56,3395,44,77,24,1922,142
09-02-2018,14,56,3838,42,74,24,1922,142
10-02-2018,14,56,3838,42,74,24,1922,142
11-02-2018,14,56,3838,42,74,24,1922,142
12-02-2018,14,56,3838,42,74,24,1922,142
13-02-2018,14,56,3838,42,74,24,1922,142
14-02-2018,13,56,3543,43,76,24,1922,142
15-02-2018,13,56,3543,43,76,24,1922,141
16-02-2018,13,56,3543,43,76,24,1922,141
17-02-2018,13,56,3543,43,76,24,1922,141
18-02-2018,13,56,3543,43,76,24,1922,141
19-02-2018,14,60,3751,46,76,24,1922,141
20-02-2018,14,60,3751,46,76,24,1925,141
21-02-2018,14,60,3751,46,76,24,1925,141
22-02-2018,13,60,3438,47,78,24,1985,141
23-02-2018,13,60,3438,47,78,24,1938,141
24-02-2018,13,60,3438,47,78,24,1934,141
25-02-2018,13,60,3595,46,77,24,1934,141
26-02-2018,14,62,3764,48,77,24,1934,141
27-02-2018,14,62,3764,48,77,24,1934,141
28-02-2018,14,62,3764,48,77,24,1750,141
01-03-2018,14,62,3764,48,77,24,1758,141
02-03-2018,13,56,3401,44,77,24,1758,141
03-03-2018,13,56,3401,44,77,24,1738,141
04-03-2018,13,56,3401,44,77,24,1738,141
05-03-2018,13,56,3401,44,77,24,1772,141
06-03-2018,13,56,3401,44,77,24,1782,141
07-03-2018,13,56,3401,44,77,24,1782,141
08-03-2018,13,56,3549,43,76,24,1782,141
09-03-2018,14,56,3697,43,75,24,1782,141
10-03-2018,14,56,3845,42,74,24,1782,141
11-03-2018,15,56,3993,41,73,24,1782,141
12-03-2018,15,56,4141,41,72,24,1782,140
13-03-2018,16,56,4289,40,71,24,1782,140
14-03-2018,17,56,4437,40,70,24,1782,140
15-03-2018,3,62,812,59,95,20,1872,140
16-03-2018,6,66,1731,59,90,24,1872,140
17-03-2018,8,66,2250,58,87,24,1872,140
18-03-2018,8,66,2247,57,87,24,1872,140
19-03-2018,8,66,2247,57,87,24,1872,140
20-03-2018,11,64,2844,53,83,24,1872,140
21-03-2018,12,63,3320,51,80,24,1872,140
22-03-2018,14,63,3652,50,78,24,1872,140
23-03-2018,14,63,3652,50,78,24,1872,140
24-03-2018,14,63,3652,50,78,24,1872,140
25-03-2018,14,63,3652,50,78,24,1872,140
26-03-2018,15,63,3984,48,76,24,1872,140
27-03-2018,15,63,3984,48,76,24,1872,140
28-03-2018,15,63,3984,48,76,24,1872,140
29-03-2018,15,63,3984,48,76,24,1872,140
30-03-2018,15,63,3984,48,76,24,1872,140
31-03-2018,15,63,3984,48,76,24,1872,140
01-04-2018,15,65,4079,50,76,24,1872,140
02-04-2018,15,65,4079,50,76,24,1872,140
03-04-2018,15,65,4079,50,76,24,1872,140
04-04-2018,15,65,4079,50,76,24,1872,140
05-04-2018,15,65,4079,50,76,24,1872,140
06-04-2018,15,65,4079,50,76,24,1872,140
07-04-2018,15,65,4079,50,76,24,1872,139
08-04-2018,15,65,4079,50,76,24,1872,139
09-04-2018,16,65,4249,49,75,24,1872,139
10-04-2018,14,56,3690,42,75,24,1872,139
11-04-2018,14,57,3737,43,75,24,1872,139
12-04-2018,14,57,3737,43,75,24,1872,139
13-04-2018,15,57,4035,42,73,24,1872,139
14-04-2018,14,53,3733,39,73,22,1872,139
15-04-2018,15,57,4035,42,73,24,1872,139
16-04-2018,15,57,4035,42,73,24,1872,139
17-04-2018,15,57,4019,42,73,24,1872,139
18-04-2018,15,57,4035,42,73,24,1872,139
19-04-2018,15,57,4035,42,73,24,1872,139
20-04-2018,16,59,4163,43,73,24,1872,139
21-04-2018,16,59,4184,43,73,24,1872,139
22-04-2018,16,59,4184,43,73,24,1872,139
23-04-2018,17,64,4518,47,73,24,1872,139
24-04-2018,17,64,4518,47,73,24,1872,139
25-04-2018,17,64,4518,47,73,24,1872,139
26-04-2018,17,64,4518,47,73,24,1872,139
27-04-2018,16,64,4350,48,74,24,1872,139
28-04-2018,14,57,3879,42,74,21,1872,139
29-04-2018,16,62,4200,46,74,24,1872,139
30-04-2018,14,57,3866,42,74,24,1872,139
01-05-2018,14,57,3866,42,74,24,1872,139
02-05-2018,13,52,3527,39,74,22,1872,139
03-05-2018,15,57,4057,42,73,24,1872,138
04-05-2018,16,62,4418,46,73,24,1872,138
05-05-2018,16,62,4418,46,73,24,1872,138
06-05-2018,16,62,4418,46,73,24,1872,138
07-05-2018,14,54,3823,40,73,22,1872,138
08-05-2018,16,59,4170,43,73,24,1872,138
09-05-2018,16,59,4170,43,73,24,1872,138
10-05-2018,16,59,4170,43,73,24,1872,138
11-05-2018,14,58,3835,44,75,24,1872,138
12-05-2018,14,56,3697,43,75,24,1872,138
13-05-2018,14,56,3697,43,75,24,1872,138
14-05-2018,14,58,3776,43,75,24,1872,138
15-05-2018,14,58,3776,43,75,24,1872,138
16-05-2018,13,52,3421,39,75,24,1872,138
17-05-2018,13,52,3421,39,75,24,1872,138
18-05-2018,13,52,3421,39,75,24,1872,138
19-05-2018,13,52,3421,39,75,24,1872,138
20-05-2018,13,52,3441,40,75,24,1872,138
21-05-2018,12,52,3303,40,76,24,1872,138
22-05-2018,12,52,3303,40,76,24,1872,138
23-05-2018,12,52,3303,40,76,24,1872,138
24-05-2018,12,52,3303,40,76,24,1872,138
25-05-2018,14,58,3656,44,76,24,1872,138
26-05-2018,14,58,3656,44,76,24,1872,138
27-05-2018,13,56,3535,43,76,23,1872,138
28-05-2018,14,58,3656,44,76,24,1872,138
29-05-2018,14,58,3656,44,76,24,1872,137
30-05-2018,13,55,3458,42,76,23,1872,137
31-05-2018,14,58,3656,44,76,24,1872,137
01-06-2018,14,58,3656,44,76,24,1872,137
02-06-2018,14,58,3656,44,76,24,1872,137
03-06-2018,14,58,3656,44,76,24,1872,137
04-06-2018,12,58,3352,46,78,24,1872,137
05-06-2018,12,58,3352,46,78,24,1872,137
06-06-2018,12,58,3352,46,78,24,1872,137
07-06-2018,12,58,3352,46,78,24,1872,137
08-06-2018,11,53,2906,42,79,22,1872,137
09-06-2018,12,58,3199,46,79,24,1872,137
10-06-2018,12,58,3199,46,79,24,1872,137
11-06-2018,12,58,3199,46,79,24,1872,137
12-06-2018,11,54,2999,43,79,23,1872,137
13-06-2018,12,58,3199,46,79,24,1872,137
14-06-2018,12,58,3199,46,79,24,1872,137
15-06-2018,12,60,3310,48,79,24,1872,137
16-06-2018,12,60,3152,48,80,24,1872,137
17-06-2018,11,58,3021,46,80,23,1872,137
18-06-2018,11,56,2916,45,80,22,1872,137
19-06-2018,12,60,3139,48,80,24,1872,137
20-06-2018,12,60,3152,48,80,24,1872,137
21-06-2018,12,60,3152,48,80,24,1877,137
22-06-2018,13,59,3392,46,78,24,1880,137
23-06-2018,13,59,3546,45,77,24,1886,136
24-06-2018,12,51,3103,40,77,21,1887,136
25-06-2018,13,59,3546,45,77,24,1866,136
26-06-2018,13,59,3546,45,77,24,1871,136
27-06-2018,13,59,3546,45,77,24,1875,136
28-06-2018,13,59,3392,46,78,24,1876,136
29-06-2018,13,59,3392,46,78,24,1880,136
30-06-2018,12,57,3279,45,78,23,1882,136
01-07-2018,13,59,3392,46,78,24,1885,136
02-07-2018,13,59,3392,46,78,24,1873,136
03-07-2018,11,52,3011,41,78,21,1873,136
04-07-2018,13,59,3392,46,78,24,1873,136
05-07-2018,13,59,3392,46,78,24,1877,136
06-07-2018,13,59,3392,46,78,24,1878,136
07-07-2018,13,59,3392,46,78,24,1874,136
08-07-2018,13,59,3392,46,78,24,1875,136
09-07-2018,13,59,3392,46,78,24,1880,136
10-07-2018,12,59,3238,47,79,24,1880,136
11-07-2018,12,59,3238,47,79,24,1880,136
12-07-2018,12,59,3238,47,79,24,1872,136
13-07-2018,12,59,3238,47,79,24,1872,136
14-07-2018,12,59,3238,47,79,24,1871,136
15-07-2018,12,59,3238,47,79,24,1871,136
16-07-2018,11,59,3084,47,80,24,1847,136
17-07-2018,10,49,2596,40,80,20,1847,136
18-07-2018,12,61,3184,49,80,24,1866,136
19-07-2018,12,61,3184,49,80,24,1866,135
20-07-2018,13,59,3381,46,78,24,1866,135
21-07-2018,13,59,3381,46,78,24,1866,135
22-07-2018,13,59,3381,46,78,24,1866,135
23-07-2018,13,59,3381,46,78,24,1866,135
24-07-2018,12,59,3227,46,79,24,1866,135
25-07-2018,12,59,3227,46,79,24,1866,135
26-07-2018,12,59,3227,46,79,24,1866,135
27-07-2018,13,59,3381,46,78,24,1866,135
28-07-2018,13,59,3381,46,78,24,1866,135
29-07-2018,13,59,3381,46,78,24,1866,135
30-07-2018,13,59,3381,46,78,24,1866,135
31-07-2018,13,59,3381,46,78,24,1866,135
01-08-2018,13,59,3381,46,78,24,1866,135
02-08-2018,13,59,3381,46,78,24,1866,135
03-08-2018,13,59,3381,46,78,24,1866,135
04-08-2018,12,60,3152,48,80,24,1866,135
05-08-2018,12,60,3152,48,80,24,1866,135
06-08-2018,12,60,3152,48,80,24,1866,135
07-08-2018,12,60,3152,48,80,24,1866,135
08-08-2018,12,60,3152,48,80,24,1866,135
09-08-2018,12,60,3152,48,80,24,1866,135
10-08-2018,12,60,3310,48,79,24,1866,135
11-08-2018,12,60,3310,48,79,24,1866,135
12-08-2018,12,60,3310,48,79,24,1866,135
13-08-2018,12,60,3310,48,79,24,1866,135
14-08-2018,12,60,3310,48,79,24,1866,134
15-08-2018,13,60,3467,47,78,24,1866,134
16-08-2018,13,60,3467,47,78,24,1866,134
17-08-2018,13,60,3467,47,78,24,1866,134
18-08-2018,13,60,3467,47,78,24,1866,134
19-08-2018,13,60,3467,47,78,24,1866,134
20-08-2018,13,60,3467,47,78,24,1866,134
21-08-2018,13,60,3467,47,78,24,1866,134
22-08-2018,13,60,3467,47,78,24,1866,134
23-08-2018,13,60,3467,47,78,24,1866,134
24-08-2018,13,60,3467,47,78,24,1866,134
25-08-2018,12,57,3294,45,78,24,1866,134
26-08-2018,12,57,3294,45,78,24,1866,134
27-08-2018,12,57,3294,45,78,24,1868,134
28-08-2018,10,48,2782,38,78,22,1873,134
29-08-2018,12,53,3202,41,77,24,1873,134
30-08-2018,12,53,3202,41,77,24,1873,134
31-08-2018,12,53,3202,41,77,24,1873,134
01-09-2018,12,53,3202,41,77,24,1873,134
02-09-2018,12,53,3202,41,77,24,1887,134
03-09-2018,12,52,3129,40,77,24,1890,134
04-09-2018,12,53,3202,41,77,24,1890,134
05-09-2018,12,53,3202,41,77,24,1890,134
06-09-2018,13,54,3546,41,75,24,1893,134
07-09-2018,13,54,3546,41,75,24,1893,134
08-09-2018,13,54,3546,41,75,24,1893,134
09-09-2018,13,54,3546,41,75,24,1891,133
10-09-2018,13,54,3546,41,75,24,1891,133
11-09-2018,13,54,3546,41,75,24,1892,133
12-09-2018,13,54,3546,41,75,24,1892,133
13-09-2018,13,54,3546,41,75,24,1892,133
14-09-2018,14,54,3688,40,74,24,1892,133
15-09-2018,14,54,3688,40,74,24,1892,133
16-09-2018,14,54,3688,40,74,24,1892,133
17-09-2018,14,54,3688,40,74,24,1899,133
18-09-2018,14,54,3688,40,74,24,1899,133
19-09-2018,14,55,3736,41,74,24,1887,133
20-09-2018,9,36,2476,27,74,15,1887,133
21-09-2018,15,58,3988,44,74,24,1887,133
22-09-2018,15,58,3988,44,74,24,1881,133
23-09-2018,16,62,4241,46,74,24,1886,133
24-09-2018,16,63,4289,47,74,24,1881,133
25-09-2018,16,63,4289,47,74,24,1881,133
26-09-2018,16,63,4289,47,74,24,1881,133
27-09-2018,14,55,3739,41,74,22,1886,133
28-09-2018,14,56,3818,42,74,24,1890,133
29-09-2018,14,56,3818,42,74,24,1891,133
30-09-2018,14,56,3818,42,74,24,1889,133
01-10-2018,14,56,3818,42,74,24,1891,133
02-10-2018,13,54,3572,41,75,24,1889,133
03-10-2018,14,57,3743,43,75,24,1890,133
04-10-2018,14,57,3743,43,75,24,1886,133
05-10-2018,14,57,3743,43,75,24,1886,132
06-10-2018,14,57,3743,43,75,24,1893,132
07-10-2018,14,57,3893,43,74,24,1893,132
08-10-2018,14,57,3893,43,74,24,1893,132
09-10-2018,14,57,3893,43,74,24,1891,132
10-10-2018,14,57,3893,43,74,24,1890,132
11-10-2018,14,57,3893,43,74,24,1890,132
12-10-2018,14,55,3743,41,74,24,1890,132
13-10-2018,14,55,3743,41,74,24,1890,132
14-10-2018,14,55,3743,41,74,24,1897,132
15-10-2018,14,59,3848,44,75,24,1891,132
16-10-2018,14,56,3704,43,75,23,1883,132
17-10-2018,14,59,3848,44,75,24,1882,132
18-10-2018,14,57,3717,43,75,24,1883,132
19-10-2018,14,57,3717,43,75,24,1883,132
20-10-2018,14,57,3717,43,75,24,1883,132
21-10-2018,14,57,3717,43,75,24,1883,132
22-10-2018,14,57,3717,43,75,24,1883,132
23-10-2018,14,57,3717,43,75,24,1883,132
24-10-2018,14,57,3717,43,75,24,1883,132
25-10-2018,14,57,3866,42,74,24,1883,132
26-10-2018,13,57,3568,43,76,24,1883,132
27-10-2018,13,57,3419,44,77,24,1883,132
28-10-2018,13,57,3419,44,77,24,1883,132
29-10-2018,13,57,3419,44,77,24,1883,132
30-10-2018,13,57,3419,44,77,24,1883,131
31-10-2018,13,57,3419,44,77,24,1883,131
01-11-2018,13,57,3419,44,77,24,1883,131
02-11-2018,9,57,2527,47,83,24,1883,131
03-11-2018,9,57,2527,47,83,24,1883,131
04-11-2018,15,57,4163,41,72,24,1883,131
05-11-2018,15,57,4163,41,72,24,1883,131
06-11-2018,15,54,3979,39,72,24,1883,131
07-11-2018,15,54,3979,39,72,24,1883,131
08-11-2018,15,54,3979,39,72,24,1883,131
09-11-2018,15,54,3979,39,72,24,1883,131
10-11-2018,15,54,3979,39,72,24,1883,131
11-11-2018,15,54,3979,39,72,24,1883,131
12-11-2018,15,54,3979,39,72,24,1883,131
13-11-2018,14,54,3695,40,74,24,1883,131
14-11-2018,14,54,3695,40,74,24,1883,131
15-11-2018,14,54,3837,40,73,24,1883,131
16-11-2018,14,54,3837,40,73,24,1883,131
17-11-2018,12,46,3229,34,73,20,1883,131
18-11-2018,14,54,3837,40,73,24,1883,131
19-11-2018,13,48,3389,35,73,21,1883,131
20-11-2018,15,56,3979,41,73,24,1876,131
21-11-2018,15,56,3979,41,73,24,1876,131
22-11-2018,15,56,3979,41,73,24,1870,131
23-11-2018,15,56,3979,41,73,24,1874,131
24-11-2018,15,56,3979,41,73,24,1874,131
25-11-2018,15,56,3979,41,73,24,1876,130
26-11-2018,14,52,3664,38,73,22,1876,130
27-11-2018,15,56,3979,41,73,24,1876,130
28-11-2018,13,56,3537,43,76,24,1873,130
29-11-2018,13,56,3537,43,76,24,1872,130
30-11-2018,13,56,3537,43,76,24,1872,130
01-12-2018,13,56,3537,43,76,24,1872,130
02-12-2018,13,56,3537,43,76,24,1872,130
03-12-2018,13,56,3537,43,76,24,1874,130
04-12-2018,13,56,3537,43,76,24,1874,130
05-12-2018,14,56,3684,42,75,24,1874,130
06-12-2018,14,56,3684,42,75,24,1874,130
07-12-2018,14,56,3684,42,75,24,1874,130
08-12-2018,13,56,3389,43,77,24,2073,130
09-12-2018,13,56,3389,43,77,24,2073,130
10-12-2018,11,51,3079,39,77,22,2008,130
11-12-2018,13,56,3389,43,77,24,2008,130
12-12-2018,13,56,3537,43,76,24,2008,130
13-12-2018,13,56,3537,43,76,24,2008,130
14-12-2018,11,45,2859,35,76,19,2008,130
15-12-2018,13,56,3537,43,76,24,2008,130
16-12-2018,14,56,3684,42,75,24,2008,130
17-12-2018,14,56,3684,42,75,24,2008,130
18-12-2018,14,56,3684,42,75,24,2008,130
19-12-2018,14,56,3684,42,75,24,1978,130
20-12-2018,14,56,3684,42,75,24,1931,130
21-12-2018,14,56,3684,42,75,24,1931,129
22-12-2018,14,56,3684,42,75,24,1931,129
23-12-2018,14,56,3684,42,75,24,1931,129
24-12-2018,14,56,3684,42,75,24,1931,129
25-12-2018,14,56,3684,42,75,24,1931,129
26-12-2018,14,56,3684,42,75,24,1931,129
27-12-2018,14,56,3684,42,75,24,1931,129
28-12-2018,14,56,3684,42,75,24,1931,129
29-12-2018,14,56,3684,42,75,24,1931,129
30-12-2018,14,56,3684,42,75,24,1931,129
31-12-2018,14,56,3684,42,75,24,1931,129
01-01-2019,14,56,3684,42,75,24,1931,129
02-01-2019,14,56,3684,42,75,24,1931,129
03-01-2019,14,56,3684,42,75,24,1931,129
04-01-2019,14,56,3684,42,75,24,1931,129
05-01-2019,14,56,3684,42,75,24,1931,129
06-01-2019,14,56,3684,42,75,24,1931,129
07-01-2019,14,56,3684,42,75,24,1931,129
08-01-2019,14,56,3684,42,75,24,1931,129
09-01-2019,14,56,3684,42,75,24,1931,129
10-01-2019,14,56,3684,42,75,24,1931,129
11-01-2019,14,56,3684,42,75,24,1931,129
12-01-2019,14,56,3684,42,75,24,1931,129
13-01-2019,11,72,3043,61,84,24,1927,129
14-01-2019,15,67,4024,52,77,24,1949,129
15-01-2019,14,64,3867,50,77,24,1973,129
16-01-2019,14,64,3867,50,77,24,1984,128
17-01-2019,14,64,3867,50,77,24,1996,128
18-01-2019,14,64,3867,50,77,24,1996,128
19-01-2019,14,64,3867,50,77,24,1996,128
20-01-2019,14,64,3867,50,77,24,2020,128
21-01-2019,14,64,3867,50,77,24,2020,128
22-01-2019,14,64,3867,50,77,24,2032,128
23-01-2019,15,64,4035,49,76,24,2032,128
24-01-2019,15,64,4035,49,76,24,2032,128
25-01-2019,15,64,4035,49,76,24,2032,128
26-01-2019,15,64,4035,49,76,24,2032,128
27-01-2019,16,64,4203,48,75,24,2032,128
28-01-2019,15,63,4133,48,75,24,2087,128
29-01-2019,16,64,4203,48,75,24,2087,128
30-01-2019,16,64,4203,48,75,24,2087,128
31-01-2019,14,58,3800,44,75,22,2087,128
01-02-2019,14,58,3818,44,75,22,2087,128
02-02-2019,16,64,4203,48,75,24,2087,128
03-02-2019,16,64,4203,48,75,24,2087,128
04-02-2019,16,64,4203,48,75,24,2086,128
05-02-2019,14,58,3800,44,75,22,2086,128
06-02-2019,14,58,3800,44,75,22,2086,128
07-02-2019,16,64,4203,48,75,24,2086,128
08-02-2019,13,52,3397,39,75,19,2086,128
09-02-2019,14,56,3695,43,75,21,2086,128
10-02-2019,14,57,3730,43,75,21,2086,128
11-02-2019,15,57,3916,43,74,22,2086,127
12-02-2019,16,64,4371,48,74,24,2086,127
13-02-2019,16,64,4371,48,74,24,2086,127
14-02-2019,16,64,4371,48,74,24,2110,127
15-02-2019,15,59,4043,44,74,22,2110,127
16-02-2019,16,64,4371,48,74,24,2110,127
17-02-2019,15,60,4079,45,74,22,2110,127
18-02-2019,13,55,3463,42,76,21,2110,127
19-02-2019,15,64,4035,49,76,24,2110,127
20-02-2019,15,64,4035,49,76,24,2110,127
21-02-2019,13,57,3567,43,76,22,2110,127
22-02-2019,13,56,3534,43,76,22,2110,127
23-02-2019,13,62,3583,49,78,24,2110,127
24-02-2019,13,62,3583,49,78,24,2110,127
25-02-2019,12,56,3225,44,78,22,2110,127
26-02-2019,11,51,2956,40,78,20,2110,127
27-02-2019,12,58,3344,45,78,22,2110,127
28-02-2019,13,62,3583,49,78,24,2110,127
01-03-2019,13,62,3583,49,78,24,2110,127
02-03-2019,12,56,3225,44,78,22,2110,127
03-03-2019,12,56,3225,44,78,22,2110,127
04-03-2019,12,56,3210,44,78,22,2110,127
05-03-2019,12,55,3165,43,78,21,2110,127
06-03-2019,11,54,2823,43,80,21,2110,127
07-03-2019,11,57,3013,46,80,22,2110,127
08-03-2019,11,57,2999,46,80,22,2110,126
09-03-2019,11,57,2986,46,80,22,2110,126
10-03-2019,11,58,3040,47,80,22,2110,126
11-03-2019,11,56,2918,45,80,22,2086,126
12-03-2019,11,54,2836,43,80,21,2086,126
13-03-2019,10,52,2741,42,80,20,2086,126
14-03-2019,9,47,2456,38,80,18,2086,126
15-03-2019,11,54,2823,43,80,21,2086,126
16-03-2019,11,54,2850,44,80,21,2063,126
17-03-2019,12,62,3257,50,80,24,2086,126
18-03-2019,12,62,3257,50,80,24,2086,126
19-03-2019,12,62,3257,50,80,24,2098,126
20-03-2019,12,62,3257,50,80,24,2098,126
21-03-2019,12,62,3257,50,80,24,2110,126
22-03-2019,13,62,3583,49,78,24,2110,126
23-03-2019,13,62,3583,49,78,24,2110,126
24-03-2019,13,62,3583,49,78,24,2110,126
25-03-2019,13,62,3583,49,78,24,2110,126
26-03-2019,12,56,3210,44,78,22,2110,126
27-03-2019,13,62,3583,49,78,24,2110,126
28-03-2019,14,59,3713,45,76,23,2110,126
29-03-2019,15,62,3909,47,76,24,2110,126
30-03-2019,13,57,3615,44,76,22,2110,126
31-03-2019,13,62,3420,49,79,24,2110,126
01-04-2019,13,62,3420,49,79,24,2110,126
02-04-2019,13,62,3420,49,79,24,2110,126
03-04-2019,12,57,3135,45,79,22,2110,125
04-04-2019,12,56,3107,45,79,22,2110,125
05-04-2019,13,62,3420,49,79,24,2110,125
06-04-2019,12,57,3135,45,79,22,2110,125
07-04-2019,11,53,3075,42,78,21,2086,125
08-04-2019,9,44,2523,34,78,17,2086,125
09-04-2019,13,62,3583,49,78,24,2086,125
10-04-2019,12,58,3329,45,78,22,2086,125
11-04-2019,14,56,3698,43,75,22,2086,125
12-04-2019,15,62,4071,47,75,24,2086,125
13-04-2019,15,62,4071,47,75,24,2086,125
14-04-2019,15,62,4071,47,75,24,2122,125
15-04-2019,14,57,3732,43,75,22,2122,125
16-04-2019,14,57,3732,43,75,22,2122,125
17-04-2019,13,54,3529,41,75,21,2122,125
18-04-2019,14,58,3817,44,75,23,2122,125
19-04-2019,14,57,3749,43,75,22,2122,125
20-04-2019,15,57,3899,43,74,22,2122,125
21-04-2019,13,52,3564,39,74,20,2122,125
22-04-2019,14,57,3881,42,74,22,2122,125
23-04-2019,14,57,3881,42,74,22,2122,125
24-04-2019,13,51,3511,38,74,20,2122,125
25-04-2019,12,48,3302,36,74,22,2122,125
26-04-2019,13,50,3428,37,74,21,2122,125
27-04-2019,15,58,3975,43,74,24,2122,125
28-04-2019,12,53,3333,40,76,22,2122,125
